id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,status_kelahiran,jenis_kelamin,jumlah_kelahiran,satuan,tahun
763,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,PEREMPUAN,8688,JIWA,2021
764,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,LAKI-LAKI,80,JIWA,2021
765,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,PEREMPUAN,53,JIWA,2021
766,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,LAKI-LAKI,9725,JIWA,2021
767,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,PEREMPUAN,8768,JIWA,2021
768,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,LAKI-LAKI,45,JIWA,2021
769,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,PEREMPUAN,54,JIWA,2021
770,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,LAKI-LAKI,23821,JIWA,2021
771,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,PEREMPUAN,22520,JIWA,2021
772,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,LAKI-LAKI,35,JIWA,2021
773,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,PEREMPUAN,42,JIWA,2021
774,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,LAKI-LAKI,10372,JIWA,2021
775,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,PEREMPUAN,9464,JIWA,2021
776,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,LAKI-LAKI,29,JIWA,2021
777,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,PEREMPUAN,26,JIWA,2021
778,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,LAKI-LAKI,9233,JIWA,2021
779,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,PEREMPUAN,8648,JIWA,2021
780,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,LAKI-LAKI,58,JIWA,2021
781,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,PEREMPUAN,68,JIWA,2021
782,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,LAKI-LAKI,14537,JIWA,2021
783,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,PEREMPUAN,14051,JIWA,2021
784,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,LAKI-LAKI,54,JIWA,2021
785,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,PEREMPUAN,41,JIWA,2021
786,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,LAKI-LAKI,16831,JIWA,2021
787,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,PEREMPUAN,16509,JIWA,2021
788,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,LAKI-LAKI,33,JIWA,2021
789,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,PEREMPUAN,25,JIWA,2021
790,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,LAKI-LAKI,9105,JIWA,2021
791,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,PEREMPUAN,8907,JIWA,2021
792,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,LAKI-LAKI,42,JIWA,2021
793,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,PEREMPUAN,28,JIWA,2021
794,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,LAKI-LAKI,19515,JIWA,2021
795,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,PEREMPUAN,20165,JIWA,2021
796,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,LAKI-LAKI,46,JIWA,2021
797,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,PEREMPUAN,57,JIWA,2021
798,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,LAKI-LAKI,37994,JIWA,2021
799,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,PEREMPUAN,35073,JIWA,2021
800,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,LAKI-LAKI,0,JIWA,2021
801,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,PEREMPUAN,1,JIWA,2021
802,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,LAKI-LAKI,13653,JIWA,2021
803,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,PEREMPUAN,12347,JIWA,2021
804,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,LAKI-LAKI,62,JIWA,2021
805,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,PEREMPUAN,54,JIWA,2021
806,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,LAKI-LAKI,3162,JIWA,2021
807,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,PEREMPUAN,2858,JIWA,2021
808,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,LAKI-LAKI,32,JIWA,2021
809,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,PEREMPUAN,17,JIWA,2021
810,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,LAKI-LAKI,8775,JIWA,2021
811,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,PEREMPUAN,8809,JIWA,2021
812,32,JAWA BARAT,3271,KOTA BOGOR,MATI,LAKI-LAKI,20,JIWA,2021
813,32,JAWA BARAT,3271,KOTA BOGOR,MATI,PEREMPUAN,9,JIWA,2021
814,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,LAKI-LAKI,3108,JIWA,2021
815,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,PEREMPUAN,2663,JIWA,2021
816,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,LAKI-LAKI,7,JIWA,2021
817,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,PEREMPUAN,3,JIWA,2021
818,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,LAKI-LAKI,17270,JIWA,2021
819,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,PEREMPUAN,17132,JIWA,2021
820,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,8,JIWA,2021
821,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,6,JIWA,2021
822,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2561,JIWA,2021
823,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2501,JIWA,2021
824,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,4,JIWA,2021
825,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,4,JIWA,2021
826,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,21757,JIWA,2021
827,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,22377,JIWA,2021
828,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,31,JIWA,2021
829,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,21,JIWA,2021
830,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,21181,JIWA,2021
831,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,20597,JIWA,2021
832,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,21,JIWA,2021
833,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,21,JIWA,2021
834,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5158,JIWA,2021
835,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5080,JIWA,2021
836,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,25,JIWA,2021
837,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,20,JIWA,2021
838,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,5825,JIWA,2021
839,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5695,JIWA,2021
840,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,2,JIWA,2021
841,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,3,JIWA,2021
842,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,1511,JIWA,2021
843,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,1338,JIWA,2021
844,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,16,JIWA,2021
845,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,19,JIWA,2021
846,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,LAKI-LAKI,55832,JIWA,2022
847,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,PEREMPUAN,55180,JIWA,2022
848,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,LAKI-LAKI,76,JIWA,2022
849,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,PEREMPUAN,65,JIWA,2022
850,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,LAKI-LAKI,21319,JIWA,2022
851,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,PEREMPUAN,20189,JIWA,2022
852,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,LAKI-LAKI,50,JIWA,2022
853,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,PEREMPUAN,53,JIWA,2022
854,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,LAKI-LAKI,21112,JIWA,2022
855,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,PEREMPUAN,19810,JIWA,2022
856,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,LAKI-LAKI,29,JIWA,2022
857,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,PEREMPUAN,19,JIWA,2022
858,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,LAKI-LAKI,31234,JIWA,2022
859,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,PEREMPUAN,29301,JIWA,2022
860,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,LAKI-LAKI,63,JIWA,2022
861,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,PEREMPUAN,31,JIWA,2022
862,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,LAKI-LAKI,23562,JIWA,2022
863,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,PEREMPUAN,23290,JIWA,2022
864,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,LAKI-LAKI,178,JIWA,2022
865,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,PEREMPUAN,178,JIWA,2022
866,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,LAKI-LAKI,14617,JIWA,2022
867,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,PEREMPUAN,13923,JIWA,2022
868,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,LAKI-LAKI,76,JIWA,2022
869,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,PEREMPUAN,72,JIWA,2022
870,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,LAKI-LAKI,8922,JIWA,2022
871,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,PEREMPUAN,8373,JIWA,2022
872,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,LAKI-LAKI,72,JIWA,2022
873,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,PEREMPUAN,40,JIWA,2022
874,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,LAKI-LAKI,8526,JIWA,2022
875,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,PEREMPUAN,8047,JIWA,2022
876,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,LAKI-LAKI,78,JIWA,2022
877,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,PEREMPUAN,34,JIWA,2022
878,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,LAKI-LAKI,20992,JIWA,2022
879,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,PEREMPUAN,22246,JIWA,2022
880,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,LAKI-LAKI,38,JIWA,2022
881,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,PEREMPUAN,43,JIWA,2022
882,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,LAKI-LAKI,9426,JIWA,2022
883,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,PEREMPUAN,9048,JIWA,2022
884,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,LAKI-LAKI,21,JIWA,2022
885,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,PEREMPUAN,31,JIWA,2022
886,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,LAKI-LAKI,8290,JIWA,2022
887,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,PEREMPUAN,7697,JIWA,2022
888,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,LAKI-LAKI,59,JIWA,2022
889,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,PEREMPUAN,64,JIWA,2022
890,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,LAKI-LAKI,13634,JIWA,2022
891,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,PEREMPUAN,13071,JIWA,2022
892,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,LAKI-LAKI,59,JIWA,2022
893,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,PEREMPUAN,28,JIWA,2022
894,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,LAKI-LAKI,10828,JIWA,2022
895,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,PEREMPUAN,11089,JIWA,2022
896,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,LAKI-LAKI,43,JIWA,2022
897,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,PEREMPUAN,34,JIWA,2022
898,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,LAKI-LAKI,8133,JIWA,2022
899,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,PEREMPUAN,8039,JIWA,2022
900,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,LAKI-LAKI,32,JIWA,2022
901,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,PEREMPUAN,24,JIWA,2022
902,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,LAKI-LAKI,18751,JIWA,2022
903,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,PEREMPUAN,19236,JIWA,2022
904,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,LAKI-LAKI,58,JIWA,2022
905,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,PEREMPUAN,51,JIWA,2022
906,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,LAKI-LAKI,39076,JIWA,2022
907,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,PEREMPUAN,36070,JIWA,2022
908,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,LAKI-LAKI,7,JIWA,2022
909,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,PEREMPUAN,16,JIWA,2022
910,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,LAKI-LAKI,15340,JIWA,2022
911,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIDUP,PEREMPUAN,13928,JIWA,2022
912,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,LAKI-LAKI,24,JIWA,2022
913,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MATI,PEREMPUAN,27,JIWA,2022
914,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,LAKI-LAKI,2858,JIWA,2022
915,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIDUP,PEREMPUAN,2743,JIWA,2022
916,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,LAKI-LAKI,33,JIWA,2022
917,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MATI,PEREMPUAN,14,JIWA,2022
918,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,LAKI-LAKI,8923,JIWA,2022
919,32,JAWA BARAT,3271,KOTA BOGOR,HIDUP,PEREMPUAN,8822,JIWA,2022
920,32,JAWA BARAT,3271,KOTA BOGOR,MATI,LAKI-LAKI,27,JIWA,2022
921,32,JAWA BARAT,3271,KOTA BOGOR,MATI,PEREMPUAN,24,JIWA,2022
922,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,LAKI-LAKI,2902,JIWA,2022
923,32,JAWA BARAT,3272,KOTA SUKABUMI,HIDUP,PEREMPUAN,2632,JIWA,2022
924,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,LAKI-LAKI,5,JIWA,2022
925,32,JAWA BARAT,3272,KOTA SUKABUMI,MATI,PEREMPUAN,6,JIWA,2022
926,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,LAKI-LAKI,17762,JIWA,2022
927,32,JAWA BARAT,3273,KOTA BANDUNG,HIDUP,PEREMPUAN,17879,JIWA,2022
928,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,LAKI-LAKI,31,JIWA,2022
929,32,JAWA BARAT,3273,KOTA BANDUNG,MATI,PEREMPUAN,30,JIWA,2022
930,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,LAKI-LAKI,2578,JIWA,2022
931,32,JAWA BARAT,3274,KOTA CIREBON,HIDUP,PEREMPUAN,2129,JIWA,2022
932,32,JAWA BARAT,3274,KOTA CIREBON,MATI,LAKI-LAKI,12,JIWA,2022
933,32,JAWA BARAT,3274,KOTA CIREBON,MATI,PEREMPUAN,12,JIWA,2022
934,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,LAKI-LAKI,22766,JIWA,2022
935,32,JAWA BARAT,3275,KOTA BEKASI,HIDUP,PEREMPUAN,22959,JIWA,2022
936,32,JAWA BARAT,3275,KOTA BEKASI,MATI,LAKI-LAKI,35,JIWA,2022
937,32,JAWA BARAT,3275,KOTA BEKASI,MATI,PEREMPUAN,12,JIWA,2022
938,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,LAKI-LAKI,21708,JIWA,2022
939,32,JAWA BARAT,3276,KOTA DEPOK,HIDUP,PEREMPUAN,21039,JIWA,2022
940,32,JAWA BARAT,3276,KOTA DEPOK,MATI,LAKI-LAKI,20,JIWA,2022
941,32,JAWA BARAT,3276,KOTA DEPOK,MATI,PEREMPUAN,21,JIWA,2022
942,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,LAKI-LAKI,5228,JIWA,2022
943,32,JAWA BARAT,3277,KOTA CIMAHI,HIDUP,PEREMPUAN,5266,JIWA,2022
944,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,LAKI-LAKI,18,JIWA,2022
945,32,JAWA BARAT,3277,KOTA CIMAHI,MATI,PEREMPUAN,15,JIWA,2022
946,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,LAKI-LAKI,5647,JIWA,2022
947,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIDUP,PEREMPUAN,5433,JIWA,2022
948,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,LAKI-LAKI,5,JIWA,2022
949,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MATI,PEREMPUAN,1,JIWA,2022
950,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,LAKI-LAKI,1452,JIWA,2022
951,32,JAWA BARAT,3279,KOTA BANJAR,HIDUP,PEREMPUAN,1274,JIWA,2022
952,32,JAWA BARAT,3279,KOTA BANJAR,MATI,LAKI-LAKI,23,JIWA,2022
953,32,JAWA BARAT,3279,KOTA BANJAR,MATI,PEREMPUAN,19,JIWA,2022
954,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,LAKI-LAKI,54034,JIWA,2023
955,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIDUP,PEREMPUAN,53665,JIWA,2023
956,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,LAKI-LAKI,68,JIWA,2023
957,32,JAWA BARAT,3201,KABUPATEN BOGOR,MATI,PEREMPUAN,51,JIWA,2023
958,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,LAKI-LAKI,22300,JIWA,2023
959,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIDUP,PEREMPUAN,20695,JIWA,2023
960,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,LAKI-LAKI,16,JIWA,2023
961,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MATI,PEREMPUAN,7,JIWA,2023
962,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,LAKI-LAKI,20431,JIWA,2023
963,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIDUP,PEREMPUAN,19064,JIWA,2023
964,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,LAKI-LAKI,37,JIWA,2023
965,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MATI,PEREMPUAN,25,JIWA,2023
966,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,LAKI-LAKI,30964,JIWA,2023
967,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIDUP,PEREMPUAN,29132,JIWA,2023
968,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,LAKI-LAKI,105,JIWA,2023
969,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MATI,PEREMPUAN,68,JIWA,2023
970,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,LAKI-LAKI,22447,JIWA,2023
971,32,JAWA BARAT,3205,KABUPATEN GARUT,HIDUP,PEREMPUAN,21631,JIWA,2023
972,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,LAKI-LAKI,101,JIWA,2023
973,32,JAWA BARAT,3205,KABUPATEN GARUT,MATI,PEREMPUAN,97,JIWA,2023
974,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,LAKI-LAKI,13501,JIWA,2023
975,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIDUP,PEREMPUAN,12971,JIWA,2023
976,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,LAKI-LAKI,96,JIWA,2023
977,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MATI,PEREMPUAN,64,JIWA,2023
978,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,LAKI-LAKI,8459,JIWA,2023
979,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIDUP,PEREMPUAN,7751,JIWA,2023
980,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,LAKI-LAKI,61,JIWA,2023
981,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MATI,PEREMPUAN,52,JIWA,2023
982,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,LAKI-LAKI,8342,JIWA,2023
983,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIDUP,PEREMPUAN,7513,JIWA,2023
984,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,LAKI-LAKI,73,JIWA,2023
985,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MATI,PEREMPUAN,57,JIWA,2023
986,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,LAKI-LAKI,20732,JIWA,2023
987,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIDUP,PEREMPUAN,21573,JIWA,2023
988,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,LAKI-LAKI,39,JIWA,2023
989,32,JAWA BARAT,3209,KABUPATEN CIREBON,MATI,PEREMPUAN,37,JIWA,2023
990,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,LAKI-LAKI,9554,JIWA,2023
991,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIDUP,PEREMPUAN,8840,JIWA,2023
992,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,LAKI-LAKI,49,JIWA,2023
993,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MATI,PEREMPUAN,39,JIWA,2023
994,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,LAKI-LAKI,8486,JIWA,2023
995,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIDUP,PEREMPUAN,7680,JIWA,2023
996,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,LAKI-LAKI,47,JIWA,2023
997,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MATI,PEREMPUAN,40,JIWA,2023
998,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,LAKI-LAKI,12173,JIWA,2023
999,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIDUP,PEREMPUAN,12347,JIWA,2023
1000,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,LAKI-LAKI,40,JIWA,2023
1001,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MATI,PEREMPUAN,33,JIWA,2023
1002,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,LAKI-LAKI,11292,JIWA,2023
1003,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIDUP,PEREMPUAN,11587,JIWA,2023
1004,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,LAKI-LAKI,59,JIWA,2023
1005,32,JAWA BARAT,3213,KABUPATEN SUBANG,MATI,PEREMPUAN,45,JIWA,2023
1006,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,LAKI-LAKI,8863,JIWA,2023
1007,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIDUP,PEREMPUAN,8344,JIWA,2023
1008,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,LAKI-LAKI,45,JIWA,2023
1009,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MATI,PEREMPUAN,26,JIWA,2023
1010,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,LAKI-LAKI,18457,JIWA,2023
1011,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIDUP,PEREMPUAN,18058,JIWA,2023
1012,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,LAKI-LAKI,56,JIWA,2023
1013,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MATI,PEREMPUAN,26,JIWA,2023
1014,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,LAKI-LAKI,39007,JIWA,2023
1015,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIDUP,PEREMPUAN,38158,JIWA,2023
1016,32,JAWA BARAT,3216,KABUPATEN BEKASI,MATI,LAKI-LAKI,114,JIWA,2023
